_id,ID,SCH_NAME,ADDRESS,CITY,POSTAL_CODE,MET_PANEL_ID,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,MUNICIPALITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,OBJECTID,geometry
188,188,Rene Gordon Health and Wellness Academy,20 Karen Road,North York,M3A 3L6,E,532360,20,Karen Rd,20 Karen Rd,North York,Rene Gordon Elementary School,115001,30058561,20,None,,None,5937,188,"{""coordinates"": [[-79.3401430648432, 43.7619030433066]], ""type"": ""MultiPoint""}"
189,189,Fleming Public School,20 Littles Road,Scarborough,M1B 5B5,E,4124712,20,Littles Rd,20 Littles Rd,Scarborough,Fleming Public School,115001,4124713,20,None,,None,19464,189,"{""coordinates"": [[-79.2033845823469, 43.8154347835423]], ""type"": ""MultiPoint""}"
190,190,William Lyon Mackenzie Collegiate Institute,20 Tillplain Road,North York,M3H 5R2,S,569008,20,Tillplain Rd,20 Tillplain Rd,North York,William Lyon Mackenzie C.I.,115001,441008,20,None,,None,6902,190,"{""coordinates"": [[-79.4618941625427, 43.753470958116]], ""type"": ""MultiPoint""}"
191,191,Leaside High School,200 Hanna Road,East York,M4G 3N8,S,3244917,200,Hanna Rd,200 Hanna Rd,East York,Leaside High School,115001,347,200,None,,None,187,191,"{""coordinates"": [[-79.3725387473782, 43.7110428289168]], ""type"": ""MultiPoint""}"
192,192,Highland Middle School,201 Cliffwood Road,North York,M2H 3B5,E,4786681,201,Cliffwood Rd,201 Cliffwood Rd,North York,Highland Junior High School,115001,30100875,201,None,,None,5225,192,"{""coordinates"": [[-79.3554480856806, 43.8068603785032]], ""type"": ""MultiPoint""}"
193,193,Rippleton Public School,21 Rippleton Road,North York,M3B 1H4,E,556083,21,Rippleton Rd,21 Rippleton Rd,North York,Rippleton Public School,115001,14186978,21,None,,None,6551,193,"{""coordinates"": [[-79.3601204660189, 43.7409048373993]], ""type"": ""MultiPoint""}"
194,194,Elia Middle School,215 Sentinel Road,North York,M3J 1T7,E,10071229,215,Sentinel Rd,215 Sentinel Rd,North York,Elia Middle School,115001,10071213,215,None,,None,6678,194,"{""coordinates"": [[-79.4984583080641, 43.7537993176252]], ""type"": ""MultiPoint""}"
195,195,Millwood Junior School,222 Mill Road,Etobicoke,M9C 1Y2,E,1018827,222,Mill Rd,222 Mill Rd,Etobicoke,None,115001,912833,222,None,,None,2111,195,"{""coordinates"": [[-79.5769148190181, 43.6334096401878]], ""type"": ""MultiPoint""}"
196,196,Woburn Collegiate Institute,2222 Ellesmere Road,Scarborough,M1G 3M3,S,12789553,2222,Ellesmere Rd,2222 Ellesmere Rd,Scarborough,Woburn Collegiate Institute,115001,12789544,2222,None,,None,7835,196,"{""coordinates"": [[-79.2284585858987, 43.7781651122844]], ""type"": ""MultiPoint""}"
197,197,Guildwood Junior Public School,225 Livingston Road,Scarborough,M1E 1L8,E,4166113,225,Livingston Rd,225 Livingston Rd,Scarborough,Guildwood Junior Public School,115001,4165928,225,None,,None,8348,197,"{""coordinates"": [[-79.1999866837748, 43.7508210711606]], ""type"": ""MultiPoint""}"
198,198,Willowdale Middle School,225 Senlac Road,North York,M2R 1P6,E,14121615,225,Senlac Rd,225 Senlac Rd,North York,Willowdale Middle School,115001,439018,225,None,,None,6677,198,"{""coordinates"": [[-79.4260889839917, 43.7697752168173]], ""type"": ""MultiPoint""}"
199,199,Edgewood Public School,230 Birkdale Road,Scarborough,M1P 3S4,E,308915,230,Birkdale Rd,230 Birkdale Rd,Scarborough,Edgewood Public School,115001,30029983,230,None,,None,7367,199,"{""coordinates"": [[-79.2658120339035, 43.7663054576185]], ""type"": ""MultiPoint""}"
200,200,J R Wilcox Community School,231 Ava Road,York,M6C 1X3,E,51261,231,Ava Rd,231 Ava Rd,York,J. R. Wilcox Community School,115001,7726,231,None,,None,418,200,"{""coordinates"": [[-79.4363052648149, 43.6949467937453]], ""type"": ""MultiPoint""}"
201,201,St Margaret's Public School,235 Galloway Road,West Hill,M1E 1X5,E,4650231,235,Galloway Rd,235 Galloway Rd,Scarborough,St. Margaret's Public School,115001,30025638,235,None,,None,7948,201,"{""coordinates"": [[-79.195821221175, 43.7679505557947]], ""type"": ""MultiPoint""}"
202,202,Alexander Muir/Gladstone Ave Junior and Senior Public School,108 Gladstone Avenue,Toronto,M6J 3L2,E,10527839,108,Gladstone Ave,108 Gladstone Ave,former Toronto,Alexander Muir/Gladstone Ave Junior and Senior Public School,115001,10527836,108,None,,None,3506,202,"{""coordinates"": [[-79.4288472631571, 43.6460212506421]], ""type"": ""MultiPoint""}"
203,203,Williamson Road Junior Public School,24 Williamson Road,Toronto,M4E 1K5,E,883096,24,Williamson Rd,24 Williamson Rd,former Toronto,Williamson Road Junior Public School,115001,1141197,24,None,,None,4686,203,"{""coordinates"": [[-79.2974698038611, 43.6745110572076]], ""type"": ""MultiPoint""}"
204,204,Stephen Leacock Collegiate Institute,2450 Birchmount Road,Agincourt,M1T 2M5,S,9668671,2450,Birchmount Rd,2450 Birchmount Rd,Scarborough,Stephen Leacock Collegiate Institute - Building Grounds,115001,30000677,2450,None,,None,7365,204,"{""coordinates"": [[-79.3021342614181, 43.7851820434334]], ""type"": ""MultiPoint""}"
205,205,John Buchan Senior Public School,2450 Birchmount Road,Agincourt,M1T 2M5,E,9668671,2450,Birchmount Rd,2450 Birchmount Rd,Scarborough,Stephen Leacock Collegiate Institute - Building Grounds,115001,30000677,2450,None,,None,7365,205,"{""coordinates"": [[-79.3021342614181, 43.7851820434334]], ""type"": ""MultiPoint""}"
206,206,Forest Manor Public School,25 Forest Manor Road,North York,M2J 1M4,E,517448,25,Forest Manor Rd,25 Forest Manor Rd,North York,Forest Manor Public School,115001,30095974,25,None,,None,5625,206,"{""coordinates"": [[-79.3430668038294, 43.7710427399232]], ""type"": ""MultiPoint""}"
207,207,Muirhead Public School,25 Muirhead Road,North York,M2J 3W3,E,544255,25,Muirhead Rd,25 Muirhead Rd,North York,Muirhead Public School,115001,437939,25,None,,None,6256,207,"{""coordinates"": [[-79.3374501774332, 43.7788840209192]], ""type"": ""MultiPoint""}"
208,208,King George Junior Public School,25 Rexford Road,York,M6S 2M2,E,71098,25,Rexford Rd,25 Rexford Rd,York,King George Public School,115001,9403,25,None,,None,838,208,"{""coordinates"": [[-79.4868867512535, 43.6631626964079]], ""type"": ""MultiPoint""}"
209,209,Joseph Brant Public School,270 Manse Road,West Hill,M1E 3V4,E,30036190,270,Manse Rd,270 Manse Rd,Scarborough,Joseph Brant Public School,115001,14668450,270,None,,None,8411,209,"{""coordinates"": [[-79.1754975507903, 43.7670440318193]], ""type"": ""MultiPoint""}"
210,210,Centennial Road Junior Public School,271 Centennial Road,West Hill,M1C 2A2,E,317905,271,Centennial Rd,271 Centennial Rd,Scarborough,Centennial Road Public School,115001,106476,271,None,,None,7544,210,"{""coordinates"": [[-79.1500238078626, 43.7869622763272]], ""type"": ""MultiPoint""}"
211,211,Dorset Park Public School,28 Blaisdale Road,Scarborough,M1P 1V6,E,309262,28,Blaisdale Rd,28 Blaisdale Rd,Scarborough,Dorset Park Public School,115001,109925,28,None,,None,7374,211,"{""coordinates"": [[-79.2797350588123, 43.7501910914087]], ""type"": ""MultiPoint""}"
212,212,Woodbine Middle School,2900 Don Mills Road,North York,M2J 3B6,E,9950376,2900,Don Mills Rd E,2900 Don Mills Rd E,North York,Woodbine Junior High School,115001,9950377,2900,None,,None,5398,212,"{""coordinates"": [[-79.349385410988, 43.7824288154923]], ""type"": ""MultiPoint""}"
213,213,Silverthorn Collegiate Institute,291 Mill Road,Etobicoke,M9C 1Y5,S,1018866,291,Mill Rd,291 Mill Rd,Etobicoke,Silverthorn Collegiate Institute,115001,912488,291,None,,None,2111,213,"{""coordinates"": [[-79.5803885455116, 43.6378359132721]], ""type"": ""MultiPoint""}"
214,214,Rouge Valley Public School,30 Durnford Road,Scarborough,M1B 4X3,E,9602601,30,Durnford Rd,30 Durnford Rd,Scarborough,Rouge Valley Public School,115001,30100421,30,None,,None,7794,214,"{""coordinates"": [[-79.1512873936937, 43.7993862553854]], ""type"": ""MultiPoint""}"
215,215,General Crerar Public School,30 McGregor Road,Scarborough,M1P 1C8,E,4605063,30,McGregor Rd,30 McGregor Rd,Scarborough,General Crerar Public School,115001,14668247,30,None,,None,8460,215,"{""coordinates"": [[-79.2795776619808, 43.7456867654999]], ""type"": ""MultiPoint""}"
216,216,F H Miller Junior Public School,300 Caledonia Road,York,M6E 4T5,E,54313,300,Caledonia Rd,300 Caledonia Rd,York,F. H. Miller Junior Public School,115001,14072354,300,None,,None,481,216,"{""coordinates"": [[-79.458898094007, 43.6840057733305]], ""type"": ""MultiPoint""}"
217,217,Georges Vanier Secondary School,3000 Don Mills Road,North York,M2J 3B6,S,6738446,3000,Don Mills Rd E,3000 Don Mills Rd E,North York,Georges Vanier Secondary School,115001,30044624,3000,None,,None,5398,217,"{""coordinates"": [[-79.3509063859672, 43.7831172284439]], ""type"": ""MultiPoint""}"
218,218,Maple Leaf Public School,301 Culford Road,North York,M6L 2V4,E,504683,301,Culford Rd,301 Culford Rd,North York,Maple Leaf Public School,115001,445682,301,None,,None,5309,218,"{""coordinates"": [[-79.490275221205, 43.7148506431932]], ""type"": ""MultiPoint""}"
219,219,Northlea Elementary and Middle School,305 Rumsey Road,East York,M4G 1R4,E,33244,305,Rumsey Rd,305 Rumsey Rd,East York,Northlea Public School,115001,222,305,None,,None,318,219,"{""coordinates"": [[-79.3696628900613, 43.7144436649986]], ""type"": ""MultiPoint""}"
220,220,H A Halbert Junior Public School,25 Halbert Place,Scarborough,M1M 0E1,E,361168,25,Halbert Pl,25 Halbert Pl,Scarborough,H. A. Halbert Junior Public School,115001,111483,25,None,,None,8056,220,"{""coordinates"": [[-79.2317360671938, 43.7276495960022]], ""type"": ""MultiPoint""}"
221,221,Rolph Road Elementary School,31 Rolph Road,East York,M4G 3M5,E,3244674,31,Rolph Rd,31 Rolph Rd,East York,Rolph Road Elementary School,115001,3244642,31,None,,None,311,221,"{""coordinates"": [[-79.3660007150713, 43.6998541229578]], ""type"": ""MultiPoint""}"
222,222,Fairmount Public School,31 Sloley Road,Scarborough,M1M 1C7,E,2261459,31,Sloley Rd,31 Sloley Rd,Scarborough,Fairmount Junior Public School,115001,2261458,31,None,,None,8967,222,"{""coordinates"": [[-79.2308941806286, 43.7197580924624]], ""type"": ""MultiPoint""}"
223,223,Don Valley Middle School,3100 Don Mills Road,North York,M2J 3C3,E,10906428,3100,Don Mills Rd,3100 Don Mills Rd,North York,Don Valley Junior High School,115001,10906429,3100,None,,None,100,223,"{""coordinates"": [[-79.3549665618627, 43.7895329062794]], ""type"": ""MultiPoint""}"
224,224,Sir Alexander Mackenzie Senior Public School,33 Heather Road,Agincourt,M1S 2E2,E,343306,33,Heather Rd,33 Heather Rd,Scarborough,Sir Alexander Mackenzie Senior Public School,115001,20040265,33,None,,None,9726,224,"{""coordinates"": [[-79.2731724486555, 43.7893650361485]], ""type"": ""MultiPoint""}"
225,225,Emery Collegiate Institute,3395 Weston Road,North York,M9M 2V9,S,574355,3395,Weston Rd,3395 Weston Rd,North York,Emery Collegiate Institute,115001,30117738,3395,None,,None,952,225,"{""coordinates"": [[-79.5395569845548, 43.7487227091093]], ""type"": ""MultiPoint""}"
226,226,Lescon Public School,34 Lescon Road,North York,M2J 2G6,E,536699,34,Lescon Rd,34 Lescon Rd,North York,Lescon Public School - Building Grounds,115001,437795,34,None,,None,6046,226,"{""coordinates"": [[-79.3577389782403, 43.7808296263161]], ""type"": ""MultiPoint""}"
227,227,C W Jefferys Collegiate Institute,340 Sentinel Road,North York,M3J 1T9,S,10071193,340,Sentinel Rd,340 Sentinel Rd,North York,C. W. Jeffreys Collegiate Institute,115001,30024038,340,None,,None,6678,227,"{""coordinates"": [[-79.4999125095246, 43.7582792583815]], ""type"": ""MultiPoint""}"
228,228,Henry Hudson Senior Public School,350 Orton Park Road,Scarborough,M1G 3H4,E,369701,350,Orton Park Rd,350 Orton Park Rd,Scarborough,Henry Hudson Junior Public School,115001,107222,350,None,,None,8622,228,"{""coordinates"": [[-79.2144673665189, 43.7777371786683]], ""type"": ""MultiPoint""}"
229,229,Runnymede Junior and Senior Public School,357 Runnymede Road,Toronto,M6S 2Y7,E,7973683,357,Runnymede Rd,357 Runnymede Rd,former Toronto,Runnymede Junior & Senior Public School,115001,7973682,357,None,,None,866,229,"{""coordinates"": [[-79.4774817133393, 43.6559293055801]], ""type"": ""MultiPoint""}"
230,230,Windfields Middle School,375 Banbury Road,North York,M2L 2V2,E,486113,375,Banbury Rd,375 Banbury Rd,North York,Windfields Junior High School,115001,440413,375,None,,None,4876,230,"{""coordinates"": [[-79.3705792903782, 43.7561115796205]], ""type"": ""MultiPoint""}"
231,231,Oakridge Junior Public School,110 Byng Avenue,Scarborough,M1L 3P1,E,315052,110,Byng Ave,110 Byng Ave,Scarborough,Oakridge Junior Public School,115001,112907,110,None,,None,9832,231,"{""coordinates"": [[-79.2815887508899, 43.6954675997844]], ""type"": ""MultiPoint""}"
232,232,Buchanan Public School,4 Bucannan Road,Scarborough,M1R 3V3,E,314022,4,Bucannan Rd,4 Bucannan Rd,Scarborough,Buchanan Public School,115001,109942,4,None,,None,7464,232,"{""coordinates"": [[-79.2999282686155, 43.7514123659806]], ""type"": ""MultiPoint""}"
233,233,Adam Beck Junior Public School,400 Scarborough Road,Toronto,M4E 3M8,E,10476656,400,Scarborough Rd,400 Scarborough Rd,former Toronto,Adam Beck Junior Public School,115001,10476638,400,None,,None,4366,233,"{""coordinates"": [[-79.2884878925608, 43.6831518038006]], ""type"": ""MultiPoint""}"
234,234,Mill Valley Junior School,411 Mill Road,Etobicoke,M9C 1Y9,E,7471919,411,Mill Rd,411 Mill Rd,Etobicoke,Mill Valley Public School,115001,7471917,411,None,,None,2111,234,"{""coordinates"": [[-79.5869715708541, 43.6441893872147]], ""type"": ""MultiPoint""}"
235,235,John McCrae Public School,431 McCowan Road,Scarborough,M1J 1J1,E,6427801,431,McCowan Rd,431 McCowan Rd,Scarborough,John McCrae Senior Public School,115001,14239688,431,None,,None,8454,235,"{""coordinates"": [[-79.2398865092258, 43.7440442493865]], ""type"": ""MultiPoint""}"
236,236,Ancaster Public School,44 Ancaster Road,North York,M3K 1S6,E,482522,44,Ancaster Rd,44 Ancaster Rd,North York,Ancaster Public School,115001,30093012,44,None,,None,4795,236,"{""coordinates"": [[-79.4669926271694, 43.732866171726]], ""type"": ""MultiPoint""}"
237,237,Albion Heights Junior Middle School,45 Lynmont Road,Etobicoke,M9V 3W9,E,10133520,45,Lynmont Rd,45 Lynmont Rd,Etobicoke,Albion Heights Public School,115001,30065224,45,None,,None,2033,237,"{""coordinates"": [[-79.5943154958931, 43.7313882639787]], ""type"": ""MultiPoint""}"
238,238,Sunny View Junior and Senior Public School,450 Blythwood Road,Toronto,M4N 1A9,E,2476346,450,Blythwood Rd,450 Blythwood Rd,North York,Sunny View Public School,115001,2476347,450,None,,None,3024,238,"{""coordinates"": [[-79.3873376052873, 43.7198437625729]], ""type"": ""MultiPoint""}"
239,239,Brown Junior Public School,454 Avenue Road,Toronto,M4V 2J1,E,7992855,454,Avenue Rd,454 Avenue Rd,former Toronto,"Brown Junior Public School, Brown Community Centre",115001,7992854,454,None,,None,2924,239,"{""coordinates"": [[-79.4013122747142, 43.6849129181957]], ""type"": ""MultiPoint""}"
240,240,J G Workman Public School,487 Birchmount Road,Scarborough,M1K 1N7,E,4503984,487,Birchmount Rd,487 Birchmount Rd,Scarborough,J. G. Workman Public School,115001,4503983,487,None,,None,7365,240,"{""coordinates"": [[-79.2671279279676, 43.7071912568456]], ""type"": ""MultiPoint""}"
241,241,York Mills Collegiate Institute,490 York Mills Road,North York,M3B 1W6,S,579005,490,York Mills Rd,490 York Mills Rd,North York,York Mills Collegiate Institute,115001,441141,490,None,,None,7145,241,"{""coordinates"": [[-79.3735238955731, 43.7515290541848]], ""type"": ""MultiPoint""}"
242,242,Etienne Brule Junior School,50 Cloverhill Road,Etobicoke,M8Y 1T3,E,7940034,50,Cloverhill Rd,50 Cloverhill Rd,Etobicoke,Etienne Brule Junior Public School,115001,7940032,50,None,,None,1363,242,"{""coordinates"": [[-79.4896844559483, 43.63561874071]], ""type"": ""MultiPoint""}"
243,243,Norman Ingram Public School,50 Duncairn Road,North York,M3B 1C8,E,510159,50,Duncairn Rd,50 Duncairn Rd,North York,Norman Ingram Public School,115001,442273,50,None,,None,5453,243,"{""coordinates"": [[-79.3496061486394, 43.7399524524339]], ""type"": ""MultiPoint""}"
244,244,Cedarbrae Collegiate Institute,550 Markham Road,Scarborough,M1H 2A2,S,360056,550,Markham Rd,550 Markham Rd,Scarborough,Cedarbrae Collegiate Institute,115001,109476,550,None,,None,8429,244,"{""coordinates"": [[-79.2259248559894, 43.7563408988376]], ""type"": ""MultiPoint""}"
245,245,Seneca School,580 Rathburn Road,Etobicoke,M9C 3T3,E,6733591,580,Rathburn Rd,580 Rathburn Rd,Etobicoke,Seneca School,115001,6733590,580,None,,None,2335,245,"{""coordinates"": [[-79.582545826113, 43.650933953139]], ""type"": ""MultiPoint""}"
246,246,William G Miller Public School,60 Bennett Road,West Hill,M1E 3Y3,E,30032611,60,Bennett Rd,60 Bennett Rd,Scarborough,None,115001,108162,60,None,,None,7338,246,"{""coordinates"": [[-79.1650340052142, 43.7685135568036]], ""type"": ""MultiPoint""}"
247,247,North Agincourt Junior Public School,60 Moran Road,Agincourt,M1S 2J3,E,365117,60,Moran Rd,60 Moran Rd,Scarborough,North Agincourt Junior Public School,115001,105519,60,None,,None,8529,247,"{""coordinates"": [[-79.2762127949402, 43.7964537061583]], ""type"": ""MultiPoint""}"
248,248,Rockford Public School,60 Rockford Road,North York,M2R 3A7,E,9212874,60,Rockford Rd,60 Rockford Rd,North York,Rockford Public School,115001,9212590,60,None,,None,6571,248,"{""coordinates"": [[-79.4524414110058, 43.7858005190036]], ""type"": ""MultiPoint""}"
249,249,Jesse Ketchum Junior and Senior Public School,61 Davenport Road,Toronto,M5R 1H4,E,7979412,61,Davenport Rd,61 Davenport Rd,former Toronto,Jesse Ketchum Public School,115001,7979413,61,None,,None,3269,249,"{""coordinates"": [[-79.3921392257859, 43.6729826224861]], ""type"": ""MultiPoint""}"
250,250,Humber Valley Village Junior Middle School,65 Hartfield Road,Etobicoke,M9A 3E1,E,1006145,65,Hartfield Rd,65 Hartfield Rd,Etobicoke,Humber Valley Village Public School,115001,910218,65,None,,None,1763,250,"{""coordinates"": [[-79.5265666084256, 43.6654435061721]], ""type"": ""MultiPoint""}"
251,251,Etobicoke School of the Arts,675 Royal York Road,Etobicoke,M8Y 2T1,S,10142862,675,Royal York Rd,675 Royal York Rd,Etobicoke,Etobicoke School Of The Arts,115001,10142864,675,None,,None,2413,251,"{""coordinates"": [[-79.5041485169903, 43.6307322050172]], ""type"": ""MultiPoint""}"
252,252,Downsview Secondary School,7 Hawksdale Road,North York,M3K 1W3,S,525550,7,Hawksdale Rd,7 Hawksdale Rd,North York,Downsview Secondary School,115001,443858,7,None,,None,5805,252,"{""coordinates"": [[-79.4795174892873, 43.7308678403515]], ""type"": ""MultiPoint""}"
253,253,John G Diefenbaker Public School,70 Dean Park Road,Scarborough,M1B 2X3,E,326649,70,Dean Park Rd,70 Dean Park Rd,Scarborough,John G Diefenbaker Public School,115001,104641,70,None,,None,7721,253,"{""coordinates"": [[-79.171869534813, 43.8022950282646]], ""type"": ""MultiPoint""}"
254,254,Duke of Connaught Junior and Senior Public School,70 Woodfield Road,Toronto,M4L 2W6,E,6362823,70,Woodfield Rd,70 Woodfield Rd,former Toronto,Duke Of Connaught Ps Jr & Sr.,115001,14022648,70,None,,None,4712,254,"{""coordinates"": [[-79.3219578466597, 43.6661955194459]], ""type"": ""MultiPoint""}"
255,255,Tecumseh Senior Public School,720 Scarborough Golf Club Road,Scarborough,M1G 1H7,E,383206,720,Scarborough Golf Club Rd,720 Scarborough Golf Club Rd,Scarborough,Tecumseh Senior Public School,115001,108906,720,None,,None,8891,255,"{""coordinates"": [[-79.2167270408446, 43.7629070424859]], ""type"": ""MultiPoint""}"
256,256,Norman Cook Junior Public School,725 Danforth Road,Scarborough,M1K 1G4,E,325679,725,Danforth Rd,725 Danforth Rd,Scarborough,Norman Cook Junior Public School,115001,30015906,725,None,,None,7707,256,"{""coordinates"": [[-79.2577951258558, 43.7190391303319]], ""type"": ""MultiPoint""}"
257,257,Golf Road Junior Public School,730 Scarborough Golf Club Road,Scarborough,M1G 1H7,E,383209,730,Scarborough Golf Club Rd,730 Scarborough Golf Club Rd,Scarborough,Golf Road Junior Public School,115001,108906,730,None,,None,8891,257,"{""coordinates"": [[-79.2168876729568, 43.7639036098219]], ""type"": ""MultiPoint""}"
258,258,Ellesmere-Statton Public School,739 Ellesmere Road,Scarborough,M1P 2W1,E,4312082,739,Ellesmere Rd,739 Ellesmere Rd,Scarborough,Ellesmere-Statton Public School,115001,14663886,739,None,,None,7835,258,"{""coordinates"": [[-79.2875719983282, 43.7636236123759]], ""type"": ""MultiPoint""}"
259,259,Stanley Public School,75 Stanley Road,North York,M3N 1C2,E,20200382,75,Stanley Rd,75 Stanley Rd,North York,Stanley Public School,115001,11271967,75,None,,None,6783,259,"{""coordinates"": [[-79.5178270423286, 43.7418311837881]], ""type"": ""MultiPoint""}"
260,260,Westview Centennial Secondary School,755 Oakdale Road,North York,M3N 1W7,S,10536933,755,Oakdale Rd,755 Oakdale Rd,North York,Westview Centennial Secondary School - Building Grounds,115001,10536929,755,None,,None,6317,260,"{""coordinates"": [[-79.5250905310153, 43.7523976347813]], ""type"": ""MultiPoint""}"
261,261,Meadowvale Public School,761 Meadowvale Road,West Hill,M1C 1T1,E,6349862,761,Meadowvale Rd,761 Meadowvale Rd,Scarborough,Meadowvale Public School - Building Grounds,115001,6349870,761,None,,None,8470,261,"{""coordinates"": [[-79.1640681823792, 43.7955110107972]], ""type"": ""MultiPoint""}"
262,262,Forest Hill Junior and Senior Public School,78 Dunloe Road,Toronto,M5P 2T6,E,797816,78,Dunloe Rd,78 Dunloe Rd,former Toronto,Forest Hill Public School,115001,1139009,78,None,,None,3338,262,"{""coordinates"": [[-79.4139385899, 43.6953762569543]], ""type"": ""MultiPoint""}"
263,263,Mason Road Junior Public School,78 Mason Road,Scarborough,M1M 3R2,E,360667,78,Mason Rd,78 Mason Rd,Scarborough,Mason Road Junior Public School,115001,110821,78,None,,None,8442,263,"{""coordinates"": [[-79.2256545935691, 43.7390564379521]], ""type"": ""MultiPoint""}"
264,264,Bowmore Road Junior and Senior Public School,80 Bowmore Road,Toronto,M4L 3J2,E,6361762,80,Bowmore Rd,80 Bowmore Rd,former Toronto,Bowmore Public School - Building Grounds,115001,6355883,80,None,,None,3044,264,"{""coordinates"": [[-79.3144917153579, 43.676063664796]], ""type"": ""MultiPoint""}"
265,265,Harrison Public School,81 Harrison Road,North York,M2L 1V9,E,525261,81,Harrison Rd,81 Harrison Rd,North York,Harrison Public School,115001,440270,81,None,,None,5792,265,"{""coordinates"": [[-79.3773086129257, 43.7573684747214]], ""type"": ""MultiPoint""}"
266,266,Northern Secondary School,851 Mount Pleasant Road,Toronto,M4P 2L5,S,845013,851,Mount Pleasant Rd,851 Mount Pleasant Rd,former Toronto,Northern Secondary School,115001,1138214,851,None,,None,4022,266,"{""coordinates"": [[-79.3901642998392, 43.7105370975811]], ""type"": ""MultiPoint""}"
267,267,Etobicoke Collegiate Institute,86 Montgomery Road,Etobicoke,M9A 3N5,S,10756789,86,Montgomery Rd,86 Montgomery Rd,Etobicoke,Etobicoke Collegiate Institute,115001,10756784,86,None,,None,2136,267,"{""coordinates"": [[-79.522296213866, 43.6500842008403]], ""type"": ""MultiPoint""}"
268,268,Ionview Public School,90 Ionview Road,Scarborough,M1K 2Z9,E,347910,90,Ionview Rd,90 Ionview Rd,Scarborough,Ionview Public School,115001,110925,90,None,,None,8175,268,"{""coordinates"": [[-79.2743179577449, 43.7374516240236]], ""type"": ""MultiPoint""}"
269,269,Kingslake Public School,90 Kingslake Road,North York,M2J 3E8,E,533947,90,Kingslake Rd,90 Kingslake Rd,North York,Kingslake Public School,115001,437389,90,None,,None,5972,269,"{""coordinates"": [[-79.3455302477626, 43.7847819082729]], ""type"": ""MultiPoint""}"
270,270,Robert Service Senior Public School,945 Danforth Road,Scarborough,M1K 1J2,E,7359582,945,Danforth Rd,945 Danforth Rd,Scarborough,Robert Service Senior Public School,115001,7359575,945,None,,None,7707,270,"{""coordinates"": [[-79.2511781787807, 43.7290251523698]], ""type"": ""MultiPoint""}"
271,271,Westmount Junior School,95 Chapman Road,Etobicoke,M9P 1E9,E,9847243,95,Chapman Rd,95 Chapman Rd,Etobicoke,Westmount Public School,115001,14660658,95,None,,None,1332,271,"{""coordinates"": [[-79.519659304979, 43.6890961288899]], ""type"": ""MultiPoint""}"
272,272,Regal Road Junior Public School,95 Regal Road,Toronto,M6H 2J6,E,9270479,95,Regal Rd,95 Regal Rd,former Toronto,Regal Road Public School,115001,9270480,95,None,,None,4263,272,"{""coordinates"": [[-79.4400632870577, 43.6737751677408]], ""type"": ""MultiPoint""}"
273,273,Sloane Public School,110 Sloane Avenue,North York,M4A 2B1,E,563140,110,Sloane Ave,110 Sloane Ave,North York,Sloane Public School,115001,443411,110,None,,None,6732,273,"{""coordinates"": [[-79.3103396611409, 43.7312122256091]], ""type"": ""MultiPoint""}"
274,274,Chester Elementary School,115 Gowan Avenue,East York,M4K 2E4,E,3232917,115,Gowan Ave,115 Gowan Ave,East York,Chester Elementary School,115001,3232919,115,None,,None,178,274,"{""coordinates"": [[-79.3517099846563, 43.6876023807709]], ""type"": ""MultiPoint""}"
275,275,Selwyn Elementary School,1 Selwyn Avenue,East York,M4B 3J9,E,3259532,1,Selwyn Ave,1 Selwyn Ave,East York,Selwyn Elementary School,115001,3259533,1,None,,None,325,275,"{""coordinates"": [[-79.3063259433172, 43.7084396528702]], ""type"": ""MultiPoint""}"
276,276,George Peck Public School,1 Wayne Avenue,Scarborough,M1R 1Y1,E,396495,1,Wayne Ave,1 Wayne Ave,Scarborough,George Peck Public School,115001,110941,1,None,,None,9197,276,"{""coordinates"": [[-79.2936351945354, 43.7382584753535]], ""type"": ""MultiPoint""}"
277,277,Dublin Heights Elementary and Middle School,100 Bainbridge Avenue,North York,M3H 2K2,E,485548,100,Bainbridge Ave,100 Bainbridge Ave,North York,Dublin Heights Elementary and Ms,115001,441419,100,None,,None,4862,277,"{""coordinates"": [[-79.4470247426388, 43.7491483093568]], ""type"": ""MultiPoint""}"
278,278,Queen Victoria Public School,100 Close Avenue,Toronto,M6K 2V3,E,784384,100,Close Ave,100 Close Ave,former Toronto,Queen Victoria Public School,115001,30035821,100,None,,None,3186,278,"{""coordinates"": [[-79.435320697841, 43.6365094905393]], ""type"": ""MultiPoint""}"
279,279,York Humber High School,100 Emmett Avenue,York,M6M 2E6,S,9344875,100,Emmett Ave,100 Emmett Ave,York,York Humber High School,115001,9344876,100,None,,None,580,279,"{""coordinates"": [[-79.506177459366, 43.6885691951614]], ""type"": ""MultiPoint""}"
280,280,Pauline Junior Public School,100 Pauline Avenue,Toronto,M6H 3M8,E,9638081,100,Pauline Ave,100 Pauline Ave,former Toronto,Pauline Public School,115001,14012736,100,None,,None,4168,280,"{""coordinates"": [[-79.4391436705617, 43.6624891075822]], ""type"": ""MultiPoint""}"
